timestamp,zone,pm25,pm10,no2,co,temperature,humidity,vehicle_count,speed,aqi
2025-10-15T15:31:59Z,Zone D,36.78,53.45,24.22,0.96,32.9,65.0,833,58.5,87
2025-10-15T16:31:59Z,Zone A,44.84,69.57,19.99,1.14,27.1,60.3,1124,58.4,107
2025-10-15T17:31:59Z,Zone B,76.13,114.65,39.61,2.2,37.1,59.7,1925,38.1,189
2025-10-15T18:31:59Z,Zone B,240.63,364.2,134.58,6.56,32.0,65.8,3148,16.2,604
2025-10-15T19:31:59Z,Zone A,69.59,110.05,36.56,1.74,29.2,66.5,1887,48.3,173
2025-10-15T20:31:59Z,Zone B,30.06,55.83,13.51,0.78,28.6,98.4,576,65.6,83
2025-10-15T21:31:59Z,Zone C,30.33,60.23,17.01,0.88,32.9,51.1,611,79.3,79
2025-10-15T22:31:59Z,Zone D,40.11,69.25,21.28,1.09,31.2,37.1,986,58.0,99
2025-10-15T23:31:59Z,Zone B,49.37,85.55,24.78,0.9,34.8,19.3,1071,56.8,128
2025-10-16T00:31:59Z,Zone C,31.23,59.08,17.75,0.96,23.5,57.2,789,70.5,70
2025-10-16T01:31:59Z,Zone D,38.2,56.37,28.67,0.98,22.5,24.4,1002,59.0,92
2025-10-16T02:31:59Z,Zone B,33.6,53.89,12.72,0.66,19.2,46.9,495,61.7,78
2025-10-16T03:31:59Z,Zone B,24.6,45.91,15.01,0.71,26.8,46.8,481,73.6,62
2025-10-16T04:31:59Z,Zone B,44.08,72.56,28.89,1.01,29.9,62.5,985,54.7,107
2025-10-16T05:31:59Z,Zone B,49.08,80.96,13.74,0.96,21.8,68.6,893,64.7,113
2025-10-16T06:31:59Z,Zone A,48.89,90.12,30.1,1.28,26.1,49.4,1433,53.1,123
2025-10-16T07:31:59Z,Zone A,31.59,51.38,12.11,0.84,25.0,59.5,501,66.4,77
2025-10-16T08:31:59Z,Zone B,93.57,157.99,44.48,2.25,29.1,59.8,2051,36.4,239
2025-10-16T09:31:59Z,Zone B,121.38,189.8,64.28,3.23,28.8,86.0,2551,29.6,297
2025-10-16T10:31:59Z,Zone A,59.63,92.59,27.35,1.42,35.7,50.3,1628,52.5,151
2025-10-16T11:31:59Z,Zone D,41.22,63.86,19.01,1.11,24.1,50.8,1113,59.5,101
2025-10-16T12:31:59Z,Zone C,36.97,63.49,18.86,0.87,40.9,58.6,837,64.5,93
2025-10-16T13:31:59Z,Zone C,35.33,67.54,23.05,1.16,31.8,87.7,898,59.0,85
2025-10-16T14:31:59Z,Zone A,39.76,56.13,16.44,0.76,22.8,71.0,766,64.0,98
2025-10-16T15:31:59Z,Zone C,29.33,47.22,10.73,0.76,35.3,68.7,691,70.6,79
2025-10-16T16:31:59Z,Zone B,37.57,63.08,17.76,0.88,35.2,58.8,614,61.5,96
2025-10-16T17:31:59Z,Zone D,102.41,150.71,51.25,2.6,36.2,82.5,2256,33.6,249
2025-10-16T18:31:59Z,Zone B,142.17,217.38,73.16,4.01,33.0,55.8,2577,25.3,352
2025-10-16T19:31:59Z,Zone D,117.48,181.45,58.43,3.13,32.7,72.7,2607,31.6,299
2025-10-16T20:31:59Z,Zone B,28.41,42.61,15.46,1.0,17.8,56.3,667,67.7,74
2025-10-16T21:31:59Z,Zone B,28.83,52.56,22.6,1.0,36.5,80.7,870,63.3,70
2025-10-16T22:31:59Z,Zone C,54.59,88.89,31.48,1.21,32.8,57.0,1282,54.9,137
2025-10-16T23:31:59Z,Zone B,40.25,55.24,23.46,1.12,39.8,53.6,1146,62.5,97
2025-10-17T00:31:59Z,Zone D,33.48,58.28,13.8,0.82,30.2,60.6,783,73.0,75
2025-10-17T01:31:59Z,Zone B,38.38,66.41,26.79,0.91,29.9,75.5,781,66.9,108
2025-10-17T02:31:59Z,Zone B,34.25,60.38,19.67,1.01,36.9,35.5,882,61.8,79
2025-10-17T03:31:59Z,Zone D,40.5,72.12,17.2,0.59,25.6,80.8,702,69.1,97
2025-10-17T04:31:59Z,Zone A,19.51,40.0,12.11,0.83,26.1,71.6,771,67.3,43
2025-10-17T05:31:59Z,Zone A,32.66,61.72,18.77,0.98,28.1,58.6,1009,58.3,80
2025-10-17T06:31:59Z,Zone D,50.37,83.79,18.73,1.06,29.3,56.1,999,49.5,128
2025-10-17T07:31:59Z,Zone D,49.26,83.75,27.01,1.17,30.5,27.7,1080,50.4,131
2025-10-17T08:31:59Z,Zone D,248.43,381.32,131.45,6.59,27.8,70.9,3153,16.6,611
2025-10-17T09:31:59Z,Zone B,53.22,86.83,27.98,1.21,37.9,56.8,1559,56.9,135
2025-10-17T10:31:59Z,Zone C,37.16,66.11,20.4,1.1,31.2,64.1,956,56.2,88
2025-10-17T11:31:59Z,Zone C,32.51,55.16,19.6,0.9,28.9,62.5,789,65.2,83
2025-10-17T12:31:59Z,Zone A,41.1,68.26,21.64,1.18,29.2,59.0,998,61.6,105
2025-10-17T13:31:59Z,Zone D,43.97,68.99,16.27,0.94,32.4,71.5,1044,62.6,103
2025-10-17T14:31:59Z,Zone A,51.14,73.95,21.56,0.99,24.8,46.7,1032,53.0,124
2025-10-17T15:31:59Z,Zone B,45.3,73.12,10.22,0.77,39.3,70.5,562,70.3,101
2025-10-17T16:31:59Z,Zone C,33.44,55.68,16.23,0.75,32.3,71.4,693,69.1,82
2025-10-17T17:31:59Z,Zone A,89.05,143.47,41.04,1.97,30.6,63.1,2230,47.1,224
2025-10-17T18:31:59Z,Zone B,81.72,136.82,42.12,2.09,27.2,45.5,1966,40.0,199
2025-10-17T19:31:59Z,Zone B,72.17,124.51,41.14,1.9,30.4,25.8,1928,45.4,175
2025-10-17T20:31:59Z,Zone A,43.69,69.07,23.99,0.95,24.5,49.2,895,55.9,110
2025-10-17T21:31:59Z,Zone D,34.79,62.64,14.16,0.92,25.8,51.2,751,59.3,81
2025-10-17T22:31:59Z,Zone C,24.75,43.69,17.02,0.89,29.3,81.9,651,59.3,58
2025-10-17T23:31:59Z,Zone C,20.05,40.31,14.93,0.75,33.2,52.2,426,61.6,54
2025-10-18T00:31:59Z,Zone D,23.61,40.59,12.88,0.78,22.9,50.3,538,66.3,51
2025-10-18T01:31:59Z,Zone B,34.65,50.32,21.77,1.1,26.8,36.9,1137,61.6,90
2025-10-18T02:31:59Z,Zone B,28.38,55.48,13.33,0.84,31.1,46.3,440,66.2,64
2025-10-18T03:31:59Z,Zone D,22.38,39.94,15.44,0.58,24.2,71.8,332,70.9,57
2025-10-18T04:31:59Z,Zone D,32.23,44.16,21.6,0.89,32.8,48.2,1000,63.5,69
2025-10-18T05:31:59Z,Zone D,22.49,38.87,24.61,0.97,18.0,78.3,873,69.6,58
2025-10-18T06:31:59Z,Zone B,43.29,64.0,21.99,1.05,31.0,52.4,1200,58.8,114
2025-10-18T07:31:59Z,Zone D,42.86,61.31,18.21,1.08,24.4,99.4,942,61.8,103
2025-10-18T08:31:59Z,Zone A,93.39,145.41,41.92,2.3,30.6,58.9,2175,36.8,232
2025-10-18T09:31:59Z,Zone B,39.54,61.3,26.84,1.09,33.7,29.8,1171,62.9,91
2025-10-18T10:31:59Z,Zone C,119.75,186.13,63.2,3.26,25.9,54.5,2441,28.4,295
2025-10-18T11:31:59Z,Zone C,37.15,62.85,19.24,0.9,25.0,52.4,653,63.2,101
2025-10-18T12:31:59Z,Zone C,35.11,54.78,8.26,0.75,24.0,68.1,588,62.4,89
2025-10-18T13:31:59Z,Zone C,27.24,43.69,16.64,0.58,35.1,76.1,493,75.3,59
2025-10-18T14:31:59Z,Zone A,32.2,41.79,17.47,0.85,32.8,77.5,799,58.1,69
2025-10-18T15:31:59Z,Zone A,36.96,61.2,21.04,1.01,32.0,54.3,858,59.2,80
2025-10-18T16:31:59Z,Zone B,29.43,51.45,15.01,1.05,35.8,60.5,780,70.9,74
2025-10-18T17:31:59Z,Zone A,116.78,180.08,59.16,3.17,15.8,62.8,2546,32.0,298
2025-10-18T18:31:59Z,Zone B,45.09,66.38,18.38,1.02,32.4,69.1,898,58.1,108
2025-10-18T19:31:59Z,Zone B,113.81,175.37,65.22,3.13,24.1,54.4,2481,30.1,296
2025-10-18T20:31:59Z,Zone B,27.7,56.84,16.04,0.95,23.8,44.3,884,60.5,67
2025-10-18T21:31:59Z,Zone B,39.61,67.86,15.9,0.9,26.3,68.2,557,74.5,104
2025-10-18T22:31:59Z,Zone A,34.4,56.75,11.66,0.86,27.6,72.2,640,66.7,89
2025-10-18T23:31:59Z,Zone C,42.72,70.1,15.86,0.95,23.7,63.7,960,65.1,113
2025-10-19T00:31:59Z,Zone D,39.38,72.42,19.95,0.82,23.7,51.3,849,62.0,100
2025-10-19T01:31:59Z,Zone A,43.96,72.54,24.27,1.21,34.0,61.2,937,50.2,113
2025-10-19T02:31:59Z,Zone B,40.21,56.82,24.25,1.16,17.5,68.8,895,58.0,96
2025-10-19T03:31:59Z,Zone A,43.33,70.41,17.01,0.85,32.9,56.2,716,59.8,107
2025-10-19T04:31:59Z,Zone D,31.61,48.32,17.65,0.87,31.0,71.7,822,68.7,76
2025-10-19T05:31:59Z,Zone B,29.56,53.25,15.69,0.85,23.5,55.5,816,70.2,76
2025-10-19T06:31:59Z,Zone A,32.74,52.36,20.45,1.1,30.9,87.9,939,62.2,80
2025-10-19T07:31:59Z,Zone C,46.86,78.96,18.09,0.86,31.6,85.1,860,55.9,110
2025-10-19T08:31:59Z,Zone A,40.35,73.84,14.76,0.75,13.6,59.6,596,62.2,103
2025-10-19T09:31:59Z,Zone D,74.4,111.83,38.35,1.88,27.7,72.2,1862,37.8,183
2025-10-19T10:31:59Z,Zone A,107.91,158.05,56.82,3.02,27.9,61.5,2357,30.2,270
2025-10-19T11:31:59Z,Zone C,32.36,65.32,14.36,0.9,30.4,68.3,748,69.7,74
2025-10-19T12:31:59Z,Zone A,27.61,47.41,19.66,0.71,38.8,49.0,585,60.2,69
2025-10-19T13:31:59Z,Zone B,38.08,64.88,22.5,1.28,34.2,81.4,1002,48.5,97
2025-10-19T14:31:59Z,Zone A,26.28,40.86,16.33,0.95,43.1,86.5,623,65.3,65
2025-10-19T15:31:59Z,Zone B,30.16,54.29,10.38,0.71,33.6,76.0,373,72.4,83
2025-10-19T16:31:59Z,Zone A,51.66,83.98,16.11,0.88,27.6,57.3,875,66.9,134
2025-10-19T17:31:59Z,Zone C,45.61,67.8,22.75,1.36,34.4,49.4,1321,52.3,114
2025-10-19T18:31:59Z,Zone D,101.97,156.63,56.31,2.69,31.3,72.5,2478,35.4,252
2025-10-19T19:31:59Z,Zone A,103.55,157.62,50.48,2.68,33.0,50.6,2390,35.0,254
2025-10-19T20:31:59Z,Zone D,54.2,89.2,22.31,1.09,32.9,77.8,1034,58.4,133
2025-10-19T21:31:59Z,Zone A,24.73,37.89,15.88,0.79,29.4,71.0,548,64.0,53
2025-10-19T22:31:59Z,Zone D,26.34,48.34,22.57,0.79,25.9,50.1,832,60.5,72
2025-10-19T23:31:59Z,Zone A,31.92,55.4,21.42,0.9,25.6,64.5,885,64.2,76
2025-10-20T00:31:59Z,Zone A,31.8,55.88,18.32,0.79,28.9,65.3,557,71.4,78
2025-10-20T01:31:59Z,Zone C,28.07,42.03,14.64,0.89,25.1,40.2,487,63.1,69
2025-10-20T02:31:59Z,Zone B,37.59,62.36,18.33,0.96,30.1,53.5,739,64.1,91
2025-10-20T03:31:59Z,Zone D,29.36,47.95,15.57,0.71,26.1,55.8,644,77.6,77
2025-10-20T04:31:59Z,Zone A,42.12,67.65,16.73,0.87,22.7,74.3,689,61.0,111
2025-10-20T05:31:59Z,Zone A,29.46,49.33,14.86,0.84,36.6,58.7,638,63.7,73
2025-10-20T06:31:59Z,Zone C,32.45,59.79,24.86,0.88,29.2,91.6,975,64.9,85
2025-10-20T07:31:59Z,Zone C,35.63,58.34,15.52,0.71,23.5,46.0,727,62.9,89
2025-10-20T08:31:59Z,Zone C,69.36,101.51,38.83,1.84,24.5,38.9,1765,42.6,166
2025-10-20T09:31:59Z,Zone B,79.73,123.0,44.2,2.27,26.5,33.1,2148,38.5,203
2025-10-20T10:31:59Z,Zone A,58.74,93.01,39.65,1.78,29.3,61.6,1709,41.4,143
2025-10-20T11:31:59Z,Zone A,48.32,71.66,26.02,1.05,29.7,71.5,1096,54.5,124
2025-10-20T12:31:59Z,Zone A,31.11,40.91,16.14,0.89,37.5,56.0,907,69.9,72
2025-10-20T13:31:59Z,Zone D,42.07,62.78,19.44,0.88,38.7,47.8,758,69.1,105
2025-10-20T14:31:59Z,Zone C,51.82,83.02,23.04,1.09,36.8,65.7,1309,54.9,126
2025-10-20T15:31:59Z,Zone A,40.25,63.7,15.79,0.88,32.1,37.7,762,60.9,106
2025-10-20T16:31:59Z,Zone B,35.37,57.39,19.94,0.95,26.7,64.3,826,70.4,79
2025-10-20T17:31:59Z,Zone B,66.43,104.87,36.93,1.92,30.9,24.1,1863,42.4,167
2025-10-20T18:31:59Z,Zone B,37.33,66.54,17.59,0.89,34.1,57.7,942,54.1,99
2025-10-20T19:31:59Z,Zone D,105.59,156.12,57.84,2.97,28.1,66.3,2757,35.0,258
2025-10-20T20:31:59Z,Zone B,35.9,58.31,18.84,0.72,26.3,77.6,792,67.6,84
2025-10-20T21:31:59Z,Zone D,37.74,59.16,20.9,0.84,21.7,61.8,796,66.1,90
2025-10-20T22:31:59Z,Zone A,42.18,73.07,15.04,1.01,23.7,60.9,911,55.5,99
2025-10-20T23:31:59Z,Zone C,26.86,39.28,15.88,0.97,31.6,72.8,695,68.9,63
2025-10-21T00:31:59Z,Zone A,36.5,65.18,17.85,0.91,20.5,63.8,890,75.4,89
2025-10-21T01:31:59Z,Zone D,31.72,52.72,18.52,1.1,25.4,59.4,832,61.4,78
2025-10-21T02:31:59Z,Zone C,14.55,40.41,12.74,0.8,24.4,63.6,415,74.9,46
2025-10-21T03:31:59Z,Zone C,33.92,60.7,18.77,0.95,28.8,59.9,1056,60.8,89
2025-10-21T04:31:59Z,Zone B,39.31,59.11,15.07,0.9,32.7,48.4,957,66.5,102
2025-10-21T05:31:59Z,Zone D,43.08,70.35,19.97,1.12,34.0,38.4,1089,58.9,115
2025-10-21T06:31:59Z,Zone B,30.77,51.69,16.8,0.86,19.8,57.1,660,58.6,79
2025-10-21T07:31:59Z,Zone D,25.65,43.12,19.07,0.93,25.6,69.4,656,68.6,66
2025-10-21T08:31:59Z,Zone C,56.17,92.43,30.91,1.74,27.0,56.0,1830,47.5,141
2025-10-21T09:31:59Z,Zone A,163.48,255.67,87.55,4.47,31.0,47.3,2740,22.8,410
2025-10-21T10:31:59Z,Zone B,196.15,293.44,100.49,4.94,30.8,63.5,3109,22.0,494
2025-10-21T11:31:59Z,Zone C,40.14,69.86,21.51,0.96,24.7,36.9,911,65.8,95
2025-10-21T12:31:59Z,Zone B,44.93,65.67,21.65,1.16,28.7,50.1,1287,58.4,116
2025-10-21T13:31:59Z,Zone D,31.45,52.73,15.52,0.8,33.9,66.9,424,65.6,76
2025-10-21T14:31:59Z,Zone C,37.36,62.06,15.58,0.78,33.3,44.2,678,67.4,94
2025-10-21T15:31:59Z,Zone A,26.56,40.67,11.87,0.67,32.6,76.7,314,73.6,55
2025-10-21T16:31:59Z,Zone B,40.35,68.88,17.84,0.9,22.3,75.6,1067,61.8,104
2025-10-21T17:31:59Z,Zone D,92.26,145.97,46.55,2.44,40.3,45.1,2069,36.9,232
2025-10-21T18:31:59Z,Zone A,58.92,97.27,30.56,1.88,22.3,56.7,1682,38.7,147
2025-10-21T19:31:59Z,Zone C,158.03,240.37,85.49,4.35,19.5,55.1,2705,23.1,394
2025-10-21T20:31:59Z,Zone A,39.95,58.72,12.1,0.84,25.1,61.5,661,65.0,100
2025-10-21T21:31:59Z,Zone C,30.45,47.34,19.0,0.92,29.9,77.3,903,71.7,73
2025-10-21T22:31:59Z,Zone D,50.46,79.65,24.16,1.24,27.8,68.1,1281,50.9,123
2025-10-21T23:31:59Z,Zone B,36.36,62.13,15.28,0.83,28.1,65.7,572,63.9,92
2025-10-22T00:31:59Z,Zone C,55.33,79.95,23.82,1.37,28.8,47.5,1149,55.4,138
2025-10-22T01:31:59Z,Zone A,37.06,54.01,22.81,1.0,29.4,83.5,930,62.3,97
2025-10-22T02:31:59Z,Zone D,35.95,56.81,12.77,0.81,29.9,60.7,791,66.4,90
2025-10-22T03:31:59Z,Zone B,39.21,63.2,18.56,0.98,34.8,45.1,907,65.7,100
2025-10-22T04:31:59Z,Zone D,38.94,70.83,19.91,0.91,21.5,45.7,905,65.5,97
2025-10-22T05:31:59Z,Zone B,31.71,45.96,14.26,0.88,34.8,63.5,690,72.5,76
2025-10-22T06:31:59Z,Zone D,21.42,30.42,10.13,0.77,29.7,48.6,508,65.9,54
2025-10-22T07:31:59Z,Zone A,33.65,54.1,15.74,0.78,34.2,31.3,459,68.7,86
2025-10-22T08:31:59Z,Zone A,50.41,88.7,30.7,1.43,30.9,89.6,1567,49.2,119
2025-10-22T09:31:59Z,Zone C,156.32,234.33,83.71,4.26,20.9,63.2,2710,23.1,383
2025-10-22T10:31:59Z,Zone B,141.38,214.68,78.59,3.89,31.5,79.0,2692,26.2,357
2025-10-22T11:31:59Z,Zone B,35.7,57.65,20.25,0.65,25.0,59.3,812,70.3,101
2025-10-22T12:31:59Z,Zone D,34.94,60.81,17.42,1.11,33.2,43.7,971,57.2,89
2025-10-22T13:31:59Z,Zone C,35.76,56.76,15.92,0.96,30.1,71.0,970,61.8,90
2025-10-22T14:31:59Z,Zone D,46.31,76.87,21.3,1.21,34.1,87.0,1113,54.7,116
2025-10-22T15:31:59Z,Zone B,26.75,39.83,15.28,0.75,33.7,67.4,351,71.5,60
2025-10-22T16:31:59Z,Zone C,36.99,63.82,19.0,0.97,37.0,63.5,763,63.1,89
2025-10-22T17:31:59Z,Zone A,74.17,114.0,35.93,2.09,23.3,66.8,1815,41.4,176
2025-10-22T18:31:59Z,Zone B,99.38,153.77,49.85,2.5,25.3,49.3,2246,37.4,243
2025-10-22T19:31:59Z,Zone C,75.08,107.87,41.12,1.96,16.3,80.2,2153,46.2,190
2025-10-22T20:31:59Z,Zone D,42.04,71.48,16.01,1.13,26.0,75.9,1002,63.4,106
2025-10-22T21:31:59Z,Zone C,28.46,46.49,13.56,0.6,26.0,53.7,530,72.8,70
2025-10-22T22:31:59Z,Zone D,44.18,80.34,18.44,0.98,27.2,49.4,940,57.8,109
2025-10-22T23:31:59Z,Zone C,37.13,58.89,19.85,1.06,31.5,72.8,832,63.2,92
2025-10-23T00:31:59Z,Zone B,39.18,54.54,14.68,0.72,23.4,73.4,746,63.9,94
2025-10-23T01:31:59Z,Zone B,39.61,66.6,19.08,1.17,32.0,91.7,1141,57.8,107
2025-10-23T02:31:59Z,Zone C,36.0,51.12,18.61,0.86,34.2,77.8,674,74.0,82
2025-10-23T03:31:59Z,Zone A,49.97,77.45,27.47,1.26,20.8,81.5,1231,50.5,128
2025-10-23T04:31:59Z,Zone B,28.97,48.33,16.98,0.9,26.3,68.5,813,69.4,70
2025-10-23T05:31:59Z,Zone C,37.61,53.79,22.35,1.04,28.3,80.2,870,64.1,96
2025-10-23T06:31:59Z,Zone A,25.44,51.69,14.32,0.92,30.8,49.5,574,70.3,68
2025-10-23T07:31:59Z,Zone B,20.27,35.14,13.6,0.88,26.6,73.4,504,64.3,42
2025-10-23T08:31:59Z,Zone C,88.58,143.23,54.22,2.28,28.2,70.2,2046,35.3,214
2025-10-23T09:31:59Z,Zone B,62.06,104.44,28.97,1.63,29.7,73.4,1789,51.0,153
